source_gene,gene_name
Gene::128989,TANGO2
Gene::2348,FOLR1
Gene::26529,OR12D2
Gene::57062,DDX24
Gene::2788,GNG7
Gene::1053,CEBPE
Gene::10567,RABAC1
Gene::7372,UMPS
Gene::23549,DNPEP
Gene::57381,RHOJ
Gene::92370,PXYLP1
Gene::7752,ZNF200
Gene::4879,NPPB
Gene::253980,KCTD13
Gene::115265,DDIT4L
Gene::100049587,SIGLEC14
Gene::285386,TPRG1
Gene::57532,NUFIP2
Gene::26994,RNF11
Gene::6936,GCFC2
Gene::7813,EVI5
Gene::9113,LATS1
Gene::147912,SIX5
Gene::93349,SP140L
Gene::9080,CLDN9
Gene::84893,FBH1
Gene::23216,TBC1D1
Gene::30,ACAA1
Gene::9158,FIBP
Gene::7351,UCP2
Gene::254863,TMEM256
Gene::2079,ERH
Gene::5617,PRL
Gene::342372,PKD1L3
Gene::221092,HNRNPUL2
Gene::996,CDC27
Gene::60370,AVPI1
Gene::226,ALDOA
Gene::2769,GNA15
Gene::148156,ZNF558
Gene::63035,BCORL1
Gene::286204,CRB2
Gene::79869,CPSF7
Gene::57182,ANKRD50
Gene::8852,AKAP4
Gene::29993,PACSIN1
Gene::84897,TBRG1
Gene::54209,TREM2
Gene::10734,STAG3
Gene::10501,SEMA6B
Gene::5005,ORM2
Gene::3992,FADS1
Gene::8886,DDX18
Gene::4547,MTTP
Gene::8674,VAMP4
Gene::5684,PSMA3
Gene::50943,FOXP3
Gene::51206,GP6
Gene::162417,NAGS
Gene::10961,ERP29
Gene::654346,LGALS9C
Gene::3908,LAMA2
Gene::83696,TRAPPC9
Gene::23503,ZFYVE26
Gene::11133,KPTN
Gene::27122,DKK3
Gene::3837,KPNB1
Gene::3062,HCRTR2
Gene::219436,OR5D14
Gene::8115,TCL1A
Gene::64793,CEP85
Gene::80764,THAP7
Gene::5308,PITX2
Gene::860,RUNX2
Gene::10212,DDX39A
Gene::203062,TSNARE1
Gene::727,C5
Gene::8533,COPS3
Gene::10661,KLF1
Gene::126638,RPTN
Gene::55323,LARP6
Gene::80018,NAA25
Gene::56139,PCDHA10
Gene::3170,FOXA2
Gene::56998,CTNNBIP1
Gene::138474,TAF1L
Gene::27242,TNFRSF21
Gene::79714,CCDC51
Gene::150468,CKAP2L
Gene::23353,SUN1
Gene::7412,VCAM1
Gene::39,ACAT2
Gene::26228,STAP1
Gene::57402,S100A14
Gene::51659,GINS2
Gene::5080,PAX6
Gene::3726,JUNB
Gene::2119,ETV5
Gene::10159,ATP6AP2
Gene::79887,PLBD1
Gene::29979,UBQLN1
Gene::2316,FLNA
Gene::57678,GPAM
Gene::5409,PNMT
Gene::8771,TNFRSF6B
Gene::165215,FAM171B
Gene::51389,RWDD1
Gene::972,CD74
Gene::29948,OSGIN1
Gene::55296,TBC1D19
Gene::121599,SPIC
Gene::124535,HSF5
Gene::2035,EPB41
Gene::85437,ZCRB1
Gene::3006,H1-2
Gene::4986,OPRK1
Gene::8821,INPP4B
Gene::6518,SLC2A5
Gene::9899,SV2B
Gene::112869,SGF29
Gene::57107,PDSS2
Gene::23224,SYNE2
Gene::200734,SPRED2
Gene::6988,TCTA
Gene::7629,ZNF76
Gene::9437,NCR1
Gene::79034,INTS15
Gene::23396,PIP5K1C
Gene::134510,UBLCP1
Gene::137886,UBXN2B
Gene::518,ATP5MC3
Gene::3313,HSPA9
Gene::3306,HSPA2
Gene::29940,DSE
Gene::1834,DSPP
Gene::57162,PELI1
Gene::84986,ARHGAP19
Gene::92170,MTG1
Gene::55707,NECAP2
Gene::5588,PRKCQ
Gene::580,BARD1
Gene::29855,UBN1
Gene::7769,ZNF226
Gene::7478,WNT8A
Gene::81537,SGPP1
Gene::8607,RUVBL1
Gene::1315,COPB1
Gene::1954,MEGF8
Gene::7855,FZD5
Gene::7288,TULP2
Gene::6830,SUPT6H
Gene::63978,PRDM14
Gene::389400,GFRAL
Gene::10008,KCNE3
Gene::6760,SS18
Gene::8548,BLZF1
Gene::9670,IPO13
Gene::81619,TSPAN14
Gene::54507,ADAMTSL4
Gene::51678,PALS2
Gene::8220,ESS2
Gene::11162,NUDT6
Gene::57622,LRFN1
Gene::64118,DUS1L
Gene::51239,ANKRD39
Gene::1111,CHEK1
Gene::80700,UBXN6
Gene::25792,CIZ1
Gene::23354,HAUS5
Gene::8515,ITGA10
Gene::3596,IL13
Gene::339221,ENPP7
Gene::8403,SOX14
Gene::388,RHOB
Gene::83694,RPS6KL1
Gene::442194,OR10C1
Gene::200205,IBA57
Gene::2615,LRRC32
Gene::55180,LINS1
Gene::10437,IFI30
Gene::2002,ELK1
Gene::83752,LONP2
Gene::85315,PAQR8
Gene::120776,OR2D2
Gene::200312,RNF215
Gene::343172,OR2T8
Gene::84318,CCDC77
Gene::27315,PGAP2
Gene::2745,GLRX
Gene::79365,BHLHE41
Gene::64782,AEN
Gene::4889,NPY5R
Gene::6275,S100A4
Gene::389541,LAMTOR4
Gene::27287,VENTX
Gene::9320,TRIP12
Gene::79751,SLC25A22
Gene::55743,CHFR
Gene::250,ALPP
Gene::11065,UBE2C
Gene::10097,ACTR2
Gene::26231,FBXL9P
Gene::10269,ZMPSTE24
Gene::8796,SCEL
Gene::343171,OR2W3
Gene::4133,MAP2
Gene::166378,AFG2A
Gene::153733,CCDC112
Gene::79693,YRDC
Gene::340390,WDR97
Gene::51495,HACD3
Gene::8603,FAM193A
Gene::159989,DEUP1
Gene::9966,TNFSF15
Gene::200150,PLD5
Gene::128866,CHMP4B
Gene::55082,ARGLU1
Gene::55212,BBS7
Gene::10352,WARS2
Gene::339500,ZNF678
Gene::22948,CCT5
Gene::2623,GATA1
Gene::64395,GMCL1
Gene::9414,TJP2
Gene::7976,FZD3
Gene::7058,THBS2
Gene::23527,ACAP2
Gene::3068,HDGF
Gene::219447,OR5AS1
Gene::11200,CHEK2
Gene::22874,PLEKHA6
Gene::3975,LHX1
Gene::2208,FCER2
Gene::5532,PPP3CB
Gene::25819,NOCT
Gene::2747,GLUD2
Gene::54918,CMTM6
Gene::10291,SF3A1
Gene::10762,NUP50
Gene::5321,PLA2G4A
Gene::8493,PPM1D
Gene::2950,GSTP1
Gene::257364,SNX33
Gene::9684,LRRC14
Gene::55038,CDCA4
Gene::64837,KLC2
Gene::945,CD33
Gene::23401,FRAT2
Gene::8702,B4GALT4
Gene::3846,KRTAP5-9
Gene::8667,EIF3H
Gene::778,CACNA1F
Gene::3308,HSPA4
Gene::1200,TPP1
Gene::567,B2M
Gene::1738,DLD
Gene::55081,IFT57
Gene::388336,SHISA6
Gene::2488,FSHB
Gene::84233,TMEM126A
Gene::26140,TTLL3
Gene::55233,MOB1A
Gene::60673,ATG101
Gene::222537,HS3ST5
Gene::57688,ZSWIM6
Gene::54331,GNG2
Gene::284273,PTGR3
Gene::8294,H4C9
Gene::115207,KCTD12
Gene::79885,HDAC11
Gene::163859,SDE2
Gene::126526,C19orf47
Gene::51710,ZNF44
Gene::149111,CNIH3
Gene::54815,GATAD2A
Gene::5446,PON3
Gene::23256,SCFD1
Gene::54551,MAGEL2
Gene::375519,GJB7
Gene::25778,DSTYK
Gene::2916,GRM6
Gene::130589,GALM
Gene::79813,EHMT1
Gene::3720,JARID2
Gene::158983,H2BW1
Gene::2191,FAP
Gene::995,CDC25C
Gene::5394,EXOSC10
Gene::1828,DSG1
Gene::7373,COL14A1
Gene::2005,ELK4
Gene::58529,MYOZ1
Gene::390036,OR52K1
Gene::23246,BOP1
Gene::4636,MYL5
Gene::26338,OR5L2
Gene::23336,SYNM
Gene::5600,MAPK11
Gene::6846,XCL2
Gene::390436,OR4K17
Gene::1146,CHRNG
Gene::90485,ZNF835
Gene::6664,SOX11
Gene::NVA196,Gene not found in NCBI database.
Gene::79823,CAMKMT
Gene::3032,HADHB
Gene::59307,SIGIRR
Gene::116441,TM4SF18
Gene::6657,SOX2
Gene::9221,NOLC1
Gene::64849,SLC13A3
Gene::221895,JAZF1
Gene::26517,TIMM13
Gene::219438,OR5D18
Gene::4942,OAT
Gene::6891,TAP2
Gene::124540,MSI2
Gene::8862,APLN
Gene::345275,HSD17B13
Gene::10969,EBNA1BP2
Gene::63933,MCUR1
Gene::2773,GNAI3
Gene::64427,TTC31
Gene::55696,RBM22
Gene::64743,WDR13
Gene::84109,QRFPR
Gene::10947,AP3M2
Gene::93487,MAPK1IP1L
Gene::284615,ANKRD34A
Gene::23584,VSIG2
Gene::7071,KLF10
Gene::113791,PIK3IP1
Gene::770,CA11
Gene::55432,YOD1
Gene::55312,RFK
Gene::23390,ZDHHC17
Gene::55365,TMEM176A
Gene::57050,UTP3
Gene::7260,EIPR1
Gene::54543,TOMM7
Gene::375567,VWC2
Gene::79850,TLCD3A
Gene::54883,CWC25
Gene::3452,IFNA21
Gene::3984,LIMK1
Gene::219482,OR5M3
Gene::158131,OR1Q1
Gene::2222,FDFT1
Gene::58,ACTA1
Gene::6737,TRIM21
Gene::51218,GLRX5
Gene::56906,THAP10
Gene::154664,ABCA13
Gene::113091,PTH2
Gene::838,CASP5
Gene::4327,MMP19
Gene::4050,LTB
Gene::3886,KRT35
Gene::7257,TSNAX
Gene::25970,SH2B1
Gene::23411,SIRT1
Gene::81050,OR5AC2
Gene::6374,CXCL5
Gene::26256,CABYR
Gene::2767,GNA11
Gene::54764,ZRANB1
Gene::653784,MZT2A
Gene::23552,CDK20
Gene::27352,SGSM3
Gene::26038,CHD5
Gene::84528,RHOXF2
Gene::10276,NET1
Gene::80019,UBTD1
Gene::613212,CTXN3
Gene::6364,CCL20
Gene::11036,GTF2A1L
Gene::5511,PPP1R8
Gene::6854,SYN2
Gene::9735,KNTC1
Gene::57620,STIM2
Gene::79711,IPO4
Gene::3683,ITGAL
Gene::10479,SLC9A6
Gene::7280,TUBB2A
Gene::9577,BABAM2
Gene::5481,PPID
Gene::51750,RTEL1
Gene::7633,ZNF79
Gene::1948,EFNB2
Gene::5864,RAB3A
Gene::219988,PATL1
Gene::344758,GPR149
Gene::201456,FBXO15
Gene::283373,ANKRD52
Gene::174,AFP
Gene::54407,SLC38A2
Gene::5425,POLD2
Gene::51201,ZDHHC2
Gene::4199,ME1
Gene::1018,CDK3
Gene::51742,ARID4B
Gene::5315,PKM
Gene::23677,SH3BP4
Gene::23154,NCDN
Gene::682,BSG
Gene::80071,CCDC15
Gene::9790,BMS1
Gene::26246,OR2L2
Gene::2589,GALNT1
Gene::55893,ZNF395
Gene::148534,TLCD4
Gene::387082,SUMO4
Gene::170482,CLEC4C
Gene::4351,MPI
Gene::63875,MRPL17
Gene::23164,MPRIP
Gene::6451,SH3BGRL
Gene::3104,ZBTB48
Gene::10609,P3H4
Gene::58504,ARHGAP22
Gene::116833,ANIB1
Gene::10867,TSPAN9
Gene::5361,PLXNA1
Gene::2941,GSTA4
Gene::202151,RANBP3L
Gene::1277,COL1A1
Gene::22809,ATF5
Gene::79019,CENPM
Gene::393046,OR2A5
Gene::833,CARS1
Gene::26060,APPL1
Gene::10093,ARPC4
Gene::50846,DHH
Gene::124538,OR4D2
Gene::26259,FBXW8
Gene::23034,SAMD4A
Gene::7844,RNF103
Gene::51124,IER3IP1
Gene::2155,F7
Gene::4832,NME3
Gene::54737,MPHOSPH8
Gene::54108,CHRAC1
Gene::65260,COA7
Gene::10541,ANP32B
Gene::6323,SCN1A
Gene::1657,DMXL1
Gene::4690,NCK1
Gene::91319,DERL3
Gene::8714,ABCC3
Gene::7078,TIMP3
Gene::5914,RARA
Gene::10171,RCL1
Gene::90231,KIAA2013
Gene::10393,ANAPC10
Gene::89122,TRIM4
Gene::23380,SRGAP2
Gene::64777,RMND5B
Gene::200232,FAM209A
Gene::8549,LGR5
Gene::389337,ARHGEF37
Gene::9266,CYTH2
Gene::60436,TGIF2
Gene::9180,OSMR
Gene::27304,MOCS3
Gene::3895,KTN1
Gene::2483,FRG1
Gene::3558,IL2
Gene::4018,LPA
Gene::116,ADCYAP1
Gene::284359,IZUMO1
Gene::83853,ROPN1L
Gene::84661,DPY30
Gene::26100,WIPI2
Gene::134492,NUDCD2
Gene::64783,RBM15
Gene::3589,IL11
Gene::113115,MTFR2
Gene::10048,RANBP9
Gene::152485,ZNF827
Gene::153830,RNF145
Gene::23538,OR52A1
Gene::8872,CDC123
Gene::79002,TRIR
Gene::10438,C1D
Gene::649,BMP1
Gene::57582,KCNT1
Gene::25904,CNOT10
Gene::127687,C1orf122
Gene::29922,NME7
Gene::27341,RRP7A
Gene::23760,PITPNB
Gene::5836,PYGL
Gene::55015,PRPF39
Gene::6242,RTKN
Gene::23321,TRIM2
Gene::23210,JMJD6
Gene::340061,STING1
Gene::51592,TRIM33
Gene::3691,ITGB4
Gene::3276,PRMT1
Gene::54926,UBE2R2
Gene::51338,MS4A4A
Gene::158763,ARHGAP36
Gene::5594,MAPK1
Gene::253012,HEPACAM2
Gene::6749,SSRP1
Gene::5601,MAPK9
Gene::9061,PAPSS1
Gene::63036,CELA2A
Gene::3012,H2AC8
Gene::55614,KIF16B
Gene::6633,SNRPD2
Gene::57486,NLN
Gene::10850,CCL27
Gene::9781,RNF144A
Gene::79549,OR6J1
Gene::55178,MRM3
Gene::9182,RASSF9
Gene::29767,TMOD2
Gene::27335,EIF3K
Gene::10117,ENAM
Gene::1543,CYP1A1
Gene::9533,POLR1C
Gene::79724,ZNF768
Gene::84315,MON1A
Gene::55139,ANKZF1
Gene::85479,DNAJC5B
Gene::4886,NPY1R
Gene::51806,CALML5
Gene::84868,HAVCR2
Gene::10413,YAP1
Gene::54059,YBEY
Gene::144455,E2F7
Gene::5265,SERPINA1
Gene::55964,SEPTIN3
Gene::10857,PGRMC1
Gene::10274,STAG1
Gene::81628,TSC22D4
Gene::283849,EXOC3L1
Gene::79065,ATG9A
Gene::56660,KCNK12
Gene::53831,GPR84
Gene::125972,CALR3
Gene::132158,GLYCTK
Gene::9231,DLG5
Gene::23097,CDK19
Gene::26692,OR2W1
Gene::9170,LPAR2
Gene::84142,ABRAXAS1
Gene::10908,PNPLA6
Gene::358,AQP1
Gene::9589,WTAP
Gene::26219,OR1J4
Gene::26108,PYGO1
Gene::492311,IGIP
Gene::30845,EHD3
Gene::406,BMAL1
Gene::56163,RNF17
Gene::2706,GJB2
Gene::116986,AGAP2
Gene::9420,CYP7B1
Gene::694,BTG1
Gene::6390,SDHB
Gene::57654,UVSSA
Gene::54904,NSD3
Gene::284532,OR14A16
Gene::80835,TAS1R1
Gene::3623,INHA
Gene::22846,VASH1
Gene::84919,PPP1R15B
Gene::91647,ATPAF2
Gene::1352,COX10
Gene::51118,UTP11
Gene::375484,SIMC1
Gene::7556,ZNF10
Gene::23244,PDS5A
Gene::638,BIK
Gene::10098,TSPAN5
Gene::3303,HSPA1A
Gene::10267,RAMP1
Gene::55036,CCDC40
Gene::8623,ASMTL
Gene::6607,SMN2
Gene::10480,EIF3M
Gene::26740,OR1J2
Gene::51016,EMC9
Gene::85476,GFM1
Gene::6158,RPL28
Gene::84618,NT5C1A
Gene::1997,ELF1
Gene::84261,FBXW9
Gene::11319,ECD
Gene::84154,RPF2
Gene::2887,GRB10
Gene::84456,L3MBTL3
Gene::338674,OR5F1
Gene::51809,GALNT7
Gene::338,APOB
Gene::7923,HSD17B8
Gene::9644,SH3PXD2A
Gene::145173,B3GLCT
Gene::9412,MED21
Gene::336,APOA2
Gene::144423,GLT1D1
Gene::402135,OR5K2
Gene::91522,COL23A1
Gene::439,GET3
Gene::9989,PPP4R1
Gene::1621,DBH
Gene::114990,VASN
Gene::2661,GDF9
Gene::6700,SPRR2A
Gene::7182,NR2C2
Gene::4134,MAP4
Gene::80233,FAAP100
Gene::5630,PRPH
Gene::23559,WBP1
Gene::1889,ECE1
Gene::3857,KRT9
Gene::7597,ZBTB25
Gene::1576,CYP3A4
Gene::10950,BTG3
Gene::6662,SOX9
Gene::10797,MTHFD2
Gene::3433,IFIT2
Gene::65265,C8orf33
Gene::26267,FBXO10
Gene::146909,KIF18B
Gene::9230,RAB11B
Gene::56655,POLE4
Gene::9846,GAB2
Gene::25805,BAMBI
Gene::6318,SERPINB4
Gene::29079,MED4
Gene::5440,POLR2K
Gene::6721,SREBF2
Gene::122704,MRPL52
Gene::29927,SEC61A1
Gene::50810,HDGFL3
Gene::29801,ZDHHC8
Gene::126375,ZNF792
Gene::6613,SUMO2
Gene::26576,SRPK3
Gene::114984,FLYWCH2
Gene::1028,CDKN1C
Gene::51143,DYNC1LI1
Gene::10163,WASF2
Gene::259307,IL4I1
Gene::55608,ANKRD10
Gene::53637,S1PR5
Gene::51655,RASD1
Gene::56955,MEPE
Gene::7023,TFAP4
Gene::23268,DNMBP
Gene::84100,ARL6
Gene::390093,OR10A6
Gene::7165,TPD52L2
Gene::7419,VDAC3
Gene::81858,SHARPIN
Gene::84304,NUDT22
Gene::2752,GLUL
Gene::2072,ERCC4
Gene::55909,BIN3
Gene::23276,KLHL18
Gene::3930,LBR
Gene::399512,SLC25A35
Gene::9370,ADIPOQ
Gene::54496,PRMT7
Gene::441639,OR9K2
Gene::55585,UBE2Q1
Gene::285550,FAM200B
Gene::27348,TOR1B
Gene::29915,HCFC2
Gene::90019,SYT8
Gene::10460,TACC3
Gene::2828,GPR4
Gene::283337,ZNF740
Gene::513,ATP5F1D
Gene::2774,GNAL
Gene::8065,CUL5
Gene::7145,TNS1
Gene::6141,RPL18
Gene::7408,VASP
Gene::50859,SPOCK3
Gene::51719,CAB39
Gene::347404,LANCL3
Gene::55892,MYNN
Gene::10090,UST
Gene::10994,ILVBL
Gene::3798,KIF5A
Gene::3508,IGHMBP2
Gene::8722,CTSF
Gene::6494,SIPA1
Gene::832,CAPZB
Gene::116138,KLHDC3
Gene::5337,PLD1
Gene::6927,HNF1A
Gene::10668,CGRRF1
Gene::55140,ELP3
Gene::390174,OR9G1
Gene::1476,CSTB
Gene::54807,ZNF586
Gene::25976,TIPARP
Gene::340267,COL28A1
Gene::10906,TRAFD1
Gene::91039,DPP9
Gene::26035,GLCE
Gene::7094,TLN1
Gene::,Gene not found in NCBI database.
Gene::5795,PTPRJ
Gene::1845,DUSP3
Gene::25920,NELFB
Gene::65977,PLEKHA3
Gene::23312,DMXL2
Gene::22803,XRN2
Gene::3547,IGSF1
Gene::7106,TSPAN4
Gene::84138,SLC7A6OS
Gene::10825,NEU3
Gene::444,ASPH
Gene::752,FMNL1
Gene::5814,PURB
Gene::23594,ORC6
Gene::246175,CNOT6L
Gene::51388,NIP7
Gene::22934,RPIA
Gene::138804,OR13C4
Gene::7091,TLE4
Gene::10915,TCERG1
Gene::81555,YIPF5
Gene::7965,AIMP2
Gene::54984,PINX1
Gene::124220,ZG16B
Gene::10892,MALT1
Gene::9235,IL32
Gene::11151,CORO1A
Gene::55582,KIF27
Gene::54801,HAUS6
Gene::127829,ARL8A
Gene::2275,FHL3
Gene::81617,CAB39L
Gene::79825,EFCC1
Gene::57002,YAE1
Gene::23603,CORO1C
Gene::84152,PPP1R1B
Gene::25809,TTLL1
Gene::7692,ZNF133
Gene::10079,ATP9A
Gene::3659,IRF1
Gene::2314,FLII
Gene::23151,GRAMD4
Gene::8364,H4C3
Gene::83740,H2AB3
Gene::65244,SPATS2
Gene::121053,NOPCHAP1
Gene::115827,RAB3C
Gene::5649,RELN
Gene::NVA101,Gene not found in NCBI database.
Gene::51001,MTERF3
Gene::54839,LRRC49
Gene::26057,ANKRD17
Gene::57001,SDHAF3
Gene::120425,JAML
Gene::29107,NXT1
Gene::4066,LYL1
Gene::285755,PPIL6
Gene::25852,ARMC8
Gene::6870,TACR3
Gene::390157,OR8K1
Gene::4189,DNAJB9
Gene::23041,MON2
Gene::283248,RCOR2
Gene::3914,LAMB3
Gene::54106,TLR9
Gene::50848,F11R
Gene::23387,SIK3
Gene::60489,APOBEC3G
Gene::10233,LRRC23
Gene::50514,DELEC1
Gene::79090,TRAPPC6A
Gene::158234,TRMT10B
Gene::55093,NTAQ1
Gene::81551,STMN4
Gene::5498,PPOX
Gene::4582,MUC1
Gene::9290,GPR55
Gene::5936,RBM4
Gene::24138,IFIT5
Gene::10944,C11orf58
Gene::3158,HMGCS2
Gene::1196,CLK2
Gene::121457,IKBIP
Gene::338376,IFNE
Gene::3082,HGF
Gene::79670,TUT7
Gene::100289187,TMEM225B
Gene::166979,CDC20B
Gene::8971,H1-10
Gene::55604,CARMIL1
Gene::1525,CXADR
Gene::100652748,TIMM23B
Gene::64130,LIN7B
Gene::7482,WNT2B
Gene::3250,HPR
Gene::3959,LGALS3BP
Gene::51616,TAF9B
Gene::3120,HLA-DQB2
Gene::6097,RORC
Gene::4686,NCBP1
Gene::430,ASCL2
Gene::3913,LAMB2
Gene::197257,LDHD
Gene::51363,CHST15
Gene::5373,PMM2
Gene::4261,CIITA
Gene::435,ASL
Gene::4783,NFIL3
Gene::4618,MYF6
Gene::23467,NPTXR
Gene::8841,HDAC3
Gene::79143,MBOAT7
Gene::729830,FHIP1A
Gene::1366,CLDN7
Gene::9371,KIF3B
Gene::22915,MMRN1
Gene::107282092,BOLA2-SMG1P6
Gene::23523,CABIN1
Gene::114882,OSBPL8
Gene::92912,UBE2Q2
Gene::51315,KRCC1
Gene::9807,IP6K1
Gene::4494,MT1F
Gene::163049,ZNF791
Gene::5894,RAF1
Gene::10641,NPRL2
Gene::55304,SPTLC3
Gene::29911,HOOK2
Gene::29078,NDUFAF4
Gene::5118,PCOLCE
Gene::7699,ZNF140
Gene::1457,CSNK2A1
Gene::8634,RTCA
Gene::11072,DUSP14
Gene::53630,BCO1
Gene::4722,NDUFS3
Gene::3669,ISG20
Gene::9493,KIF23
Gene::5357,PLS1
Gene::10250,SRRM1
Gene::153241,CEP120
Gene::387680,WASHC2A
Gene::79317,OR4K5
Gene::51726,DNAJB11
Gene::128360,OR10T2
Gene::8837,CFLAR
Gene::120224,TMEM45B
Gene::248,ALPI
Gene::57057,TBX20
Gene::10656,KHDRBS3
Gene::4993,OR2C1
Gene::6331,SCN5A
Gene::84300,UQCC2
Gene::26091,HERC4
Gene::257407,C2orf72
Gene::7433,VIPR1
Gene::4613,MYCN
Gene::5928,RBBP4
Gene::11156,PTP4A3
Gene::322,APBB1
Gene::7164,TPD52L1
Gene::10537,UBD
Gene::64786,TBC1D15
Gene::79786,KLHL36
Gene::25956,SEC31B
Gene::10644,IGF2BP2
Gene::64320,RNF25
Gene::6376,CX3CL1
Gene::79755,ZNF750
Gene::23075,SWAP70
Gene::403253,OR4A47
Gene::5443,POMC
Gene::3301,DNAJA1
Gene::29941,PKN3
Gene::83544,DNAL1
Gene::1401,CRP
Gene::5623,PSPN
Gene::551,AVP
Gene::148137,PROSER3
Gene::64425,POLR1E
Gene::23397,NCAPH
Gene::65108,MARCKSL1
Gene::84912,SLC35B4
Gene::8721,EDF1
Gene::127124,ATP6V1G3
Gene::120939,TMEM52B
Gene::11337,GABARAP
Gene::5272,SERPINB9
Gene::10101,NUBP2
Gene::246778,IL27
Gene::645104,CLRN2
Gene::80218,NAA50
Gene::6541,SLC7A1
Gene::673,BRAF
Gene::167826,OLIG3
Gene::115,ADCY9
Gene::4544,MTNR1B
Gene::9028,RHBDL1
Gene::3008,H1-4
Gene::3773,KCNJ16
Gene::5935,RBM3
Gene::7443,VRK1
Gene::910,CD1B
Gene::127068,OR2T34
Gene::5724,PTAFR
Gene::390433,OR4K13
Gene::115290,FBXO17
Gene::5593,PRKG2
Gene::3034,HAL
Gene::64241,ABCG8
Gene::10010,TANK
Gene::2530,FUT8
Gene::65263,PYCR3
Gene::6820,SULT2B1
Gene::1122,CHML
Gene::5754,PTK7
Gene::1375,CPT1B
Gene::2841,GPR18
Gene::23062,GGA2
Gene::390142,OR5D13
Gene::9392,TGFBRAP1
Gene::10139,ARFRP1
Gene::4860,PNP
Gene::255743,NPNT
Gene::390445,OR5AU1
Gene::7475,WNT6
Gene::391107,OR10K2
Gene::84541,KBTBD8
Gene::1014,CDH16
Gene::53826,FXYD6
Gene::30836,DNTTIP2
Gene::10557,RPP38
Gene::154796,AMOT
Gene::51341,ZBTB7A
Gene::6515,SLC2A3
Gene::4123,MAN2C1
Gene::2103,ESRRB
Gene::79888,LPCAT1
Gene::10376,TUBA1B
Gene::401992,OR2T2
Gene::2,A2M
Gene::84440,RAB11FIP4
Gene::10389,SCML2
Gene::390058,OR51B6
Gene::8784,TNFRSF18
Gene::84239,ATP13A4
Gene::25937,WWTR1
Gene::931,MS4A1
Gene::55127,HEATR1
Gene::7570,ZNF22
Gene::122618,PLD4
Gene::66000,TMEM108
Gene::388585,HES5
Gene::143496,OR52B4
Gene::54960,GEMIN8
Gene::55854,ZC3H15
Gene::2958,GTF2A2
Gene::118,ADD1
Gene::133,ADM
Gene::142940,TRUB1
Gene::10920,COPS8
Gene::1838,DTNB
Gene::3821,KLRC1
Gene::5071,PRKN
Gene::7469,NELFA
Gene::51643,TMBIM4
Gene::79577,CDC73
Gene::65095,KRI1
Gene::81847,RNF146
Gene::22938,SNW1
Gene::80333,KCNIP4
Gene::3107,HLA-C
Gene::6794,STK11
Gene::5253,PHF2
Gene::391189,OR11L1
Gene::442909,MIR342
Gene::259292,TAS2R46
Gene::22976,PAXIP1
Gene::171023,ASXL1
Gene::81608,FIP1L1
Gene::9679,FAM53B
Gene::1385,CREB1
Gene::571,BACH1
Gene::22836,RHOBTB3
Gene::6249,CLIP1
Gene::54677,CROT
Gene::283149,BCL9L
Gene::51157,ZNF580
Gene::219899,TBCEL
Gene::221806,VWDE
Gene::2104,ESRRG
Gene::64779,MTHFSD
Gene::1763,DNA2
Gene::340393,TMEM249
Gene::8323,FZD6
Gene::3868,KRT16
Gene::170589,GPHA2
Gene::219968,OR5B21
Gene::117195,MRGPRX3
Gene::6571,SLC18A2
Gene::379,ARL4D
Gene::338557,FFAR4
Gene::25793,FBXO7
Gene::7008,TEF
Gene::811,CALR
Gene::9240,PNMA1
Gene::9727,RAB11FIP3
Gene::4090,SMAD5
Gene::476,ATP1A1
Gene::5190,PEX6
Gene::124997,WDR81
Gene::3126,HLA-DRB4
Gene::202333,CMYA5
Gene::83478,ARHGAP24
Gene::10733,PLK4
Gene::64222,TOR3A
Gene::84223,IQCG
Gene::254783,OR6C74
Gene::4318,MMP9
Gene::728689,EIF3CL
Gene::4707,NDUFB1
Gene::54039,PCBP3
Gene::23355,VPS8
Gene::8428,STK24
Gene::390072,OR52N4
Gene::81689,ISCA1
Gene::11062,DUS4L
Gene::11260,XPOT
Gene::80279,CDK5RAP3
Gene::3309,HSPA5
Gene::80349,SKIC8
Gene::23102,TBC1D2B
Gene::57144,PAK5
Gene::84547,PGBD1
Gene::84464,SLX4
Gene::92241,RCSD1
Gene::8435,SOAT2
Gene::57154,SMURF1
Gene::91304,TMEM259
Gene::55644,OSGEP
Gene::54676,GTPBP2
Gene::219927,MRPL21
Gene::58524,DMRT3
Gene::10125,RASGRP1
Gene::20,ABCA2
Gene::953,ENTPD1
Gene::11043,MID2
Gene::23138,N4BP3
Gene::9026,HIP1R
Gene::79442,LRRC2
Gene::55450,CAMK2N1
Gene::55332,DRAM1
Gene::8647,ABCB11
Gene::54516,MTRF1L
Gene::5927,KDM5A
Gene::10239,AP3S2
Gene::23495,TNFRSF13B
Gene::4041,LRP5
Gene::5142,PDE4B
Gene::54606,DDX56
Gene::6880,TAF9
Gene::114880,OSBPL6
Gene::167359,NIM1K
Gene::7062,TCHH
Gene::8350,H3C1
Gene::1033,CDKN3
Gene::127534,GJB4
Gene::119687,OR51A7
Gene::11143,KAT7
Gene::7283,TUBG1
Gene::8698,S1PR4
Gene::23378,RRP8
Gene::10394,PRG3
Gene::5587,PRKD1
Gene::29114,TAGLN3
Gene::112441434,SHLD3
Gene::4174,MCM5
Gene::4782,NFIC
Gene::28952,CCDC22
Gene::115704,EVI5L
