#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABHD14A-ACY1	OPLAH	9606.ENSP00000490744	9606.ENSP00000480476	0.057	0	0	0	0	0	0.384	0.246	0.523
FAM149B1	TMEM260	9606.ENSP00000242505	9606.ENSP00000261556	0	0	0	0	0.067	0	0	0.450	0.465
FAM178B	ANKRD36C	9606.ENSP00000429896	9606.ENSP00000403302	0	0	0	0	0	0	0	0.480	0.480
FAM187B	SLC22A24	9606.ENSP00000323355	9606.ENSP00000480336	0	0	0	0	0.087	0	0	0.648	0.665
FAM216B	DNAH12	9606.ENSP00000445786	9606.ENSP00000312554	0	0	0	0	0.265	0	0	0.269	0.440
FAM229B	CLIC2	9606.ENSP00000357645	9606.ENSP00000358460	0	0	0	0	0	0	0	0.420	0.420
FAM25A	MTRNR2L10	9606.ENSP00000342790	9606.ENSP00000442159	0	0	0	0	0	0	0	0.446	0.446
FAM47B	TMEM47	9606.ENSP00000328307	9606.ENSP00000275954	0	0	0	0	0	0	0	0.581	0.581
FAM47E	ACSM2A	9606.ENSP00000409423	9606.ENSP00000459451	0	0	0	0	0.126	0	0	0.443	0.492
FAM72B	GTF2IRD2B	9606.ENSP00000358397	9606.ENSP00000480524	0	0	0	0	0	0	0	0.408	0.408
FAM83F	ZBTB39	9606.ENSP00000330432	9606.ENSP00000300101	0	0	0	0	0	0	0	0.507	0.507
FAM9C	SPHAR	9606.ENSP00000334430	9606.ENSP00000355649	0	0	0	0	0	0	0	0.621	0.621
FANCC	RPA3	9606.ENSP00000289081	9606.ENSP00000223129	0	0	0	0	0.042	0	0.500	0.226	0.597
FANCC	REV1	9606.ENSP00000289081	9606.ENSP00000258428	0	0	0	0	0.063	0	0	0.468	0.480
FANCC	RECQL5	9606.ENSP00000289081	9606.ENSP00000317636	0	0	0	0	0.214	0.225	0	0.298	0.535
FANCC	PRKN	9606.ENSP00000289081	9606.ENSP00000355865	0	0	0	0	0	0.292	0	0.509	0.637
FANCC	MUS81	9606.ENSP00000289081	9606.ENSP00000307853	0	0	0	0	0.073	0	0.500	0.473	0.735
FAT4	KRAS	9606.ENSP00000377862	9606.ENSP00000256078	0	0	0	0	0	0.047	0	0.423	0.426
FAT4	WNT9B	9606.ENSP00000377862	9606.ENSP00000290015	0	0	0	0	0	0.053	0	0.475	0.482
FGF12	GPD1L	9606.ENSP00000413496	9606.ENSP00000282541	0	0	0	0	0.042	0	0	0.507	0.507
FGF12	SHH	9606.ENSP00000413496	9606.ENSP00000297261	0	0	0	0	0	0	0	0.408	0.408
FGF12	KCND3	9606.ENSP00000413496	9606.ENSP00000319591	0	0	0	0	0.129	0.042	0	0.427	0.481
FGF12	SCN1B	9606.ENSP00000413496	9606.ENSP00000396915	0	0	0	0	0.070	0	0	0.480	0.495
FGF12	SLMAP	9606.ENSP00000413496	9606.ENSP00000499241	0	0	0	0	0	0	0	0.571	0.571
FGF23	TIMP1	9606.ENSP00000237837	9606.ENSP00000218388	0	0	0	0	0.067	0	0	0.445	0.460
FGF23	CPSF6	9606.ENSP00000237837	9606.ENSP00000266679	0	0	0	0	0	0.043	0.400	0	0.401
FGF23	NPPB	9606.ENSP00000237837	9606.ENSP00000365651	0	0	0	0	0.053	0	0	0.404	0.411
FGF23	IL16	9606.ENSP00000237837	9606.ENSP00000302935	0	0	0	0	0	0	0	0.417	0.416
FGF23	BMP2	9606.ENSP00000237837	9606.ENSP00000368104	0	0	0	0	0.051	0	0	0.415	0.422
FGF23	EGR1	9606.ENSP00000237837	9606.ENSP00000239938	0	0	0	0	0	0.045	0	0.427	0.430
FGF23	TNF	9606.ENSP00000237837	9606.ENSP00000398698	0	0	0	0	0	0	0	0.433	0.433
FGF23	CBL	9606.ENSP00000237837	9606.ENSP00000264033	0	0	0	0	0	0	0.500	0.066	0.513
FGF23	KRAS	9606.ENSP00000237837	9606.ENSP00000256078	0	0	0	0	0.067	0.045	0.500	0.162	0.576
FGF23	TEK	9606.ENSP00000237837	9606.ENSP00000369375	0	0	0	0	0.042	0.168	0.650	0.163	0.735
FGGY	ZNF512B	9606.ENSP00000360262	9606.ENSP00000358904	0	0	0	0	0	0.057	0	0.451	0.460
FMN2	ZP1	9606.ENSP00000318884	9606.ENSP00000278853	0	0	0.314	0	0.054	0.099	0	0.189	0.462
FMN2	CDC42	9606.ENSP00000318884	9606.ENSP00000497733	0	0	0	0	0	0.473	0	0.426	0.685
FMN2	SPIRE1	9606.ENSP00000318884	9606.ENSP00000387266	0	0	0	0	0.067	0.907	0	0.925	0.992
FMO3	UGT1A6	9606.ENSP00000356729	9606.ENSP00000303174	0	0	0	0	0.076	0	0	0.571	0.587
FOSL1	MAPK13	9606.ENSP00000310170	9606.ENSP00000211287	0	0	0	0	0.042	0.256	0.650	0.451	0.844
FOSL1	EGR1	9606.ENSP00000310170	9606.ENSP00000239938	0	0	0	0	0.067	0.066	0.500	0.721	0.862
FOSL1	EGR2	9606.ENSP00000310170	9606.ENSP00000242480	0	0	0	0	0.067	0.066	0.500	0.403	0.705
FOSL1	KRAS	9606.ENSP00000310170	9606.ENSP00000256078	0	0	0	0	0	0.074	0	0.381	0.402
FOSL1	ASCL1	9606.ENSP00000310170	9606.ENSP00000266744	0	0	0	0	0.068	0	0	0.413	0.429
FOSL1	TNF	9606.ENSP00000310170	9606.ENSP00000398698	0	0	0	0	0.088	0	0	0.399	0.428
FOXO1	TBX21	9606.ENSP00000368880	9606.ENSP00000177694	0	0	0	0	0.063	0.063	0	0.620	0.637
FOXO1	MAPK13	9606.ENSP00000368880	9606.ENSP00000211287	0	0	0	0	0.049	0.057	0.900	0.273	0.926
FOXO1	GCK	9606.ENSP00000368880	9606.ENSP00000223366	0	0	0	0	0	0	0.500	0.550	0.765
FOXO1	EGR1	9606.ENSP00000368880	9606.ENSP00000239938	0	0	0	0	0	0.096	0	0.627	0.648
FOXO1	KRAS	9606.ENSP00000368880	9606.ENSP00000256078	0	0	0	0	0.060	0.053	0	0.403	0.422
FOXO1	AXIN1	9606.ENSP00000368880	9606.ENSP00000262320	0	0	0	0	0	0	0	0.413	0.413
FOXO1	CRTC3	9606.ENSP00000368880	9606.ENSP00000268184	0	0	0	0	0.068	0	0	0.458	0.474
FOXO1	SKP2	9606.ENSP00000368880	9606.ENSP00000274255	0	0	0	0	0	0.739	0	0.780	0.940
FOXO1	RAG1	9606.ENSP00000368880	9606.ENSP00000299440	0	0	0	0	0	0.045	0.750	0.418	0.848
FOXO1	PLIN1	9606.ENSP00000368880	9606.ENSP00000300055	0	0	0	0	0.053	0.059	0	0.392	0.411
FOXO1	RPS6KB2	9606.ENSP00000368880	9606.ENSP00000308413	0	0	0	0	0	0.125	0	0.565	0.603
FOXO1	RHD	9606.ENSP00000368880	9606.ENSP00000339577	0	0	0	0	0	0	0	0.589	0.589
FOXO1	SFN	9606.ENSP00000368880	9606.ENSP00000340989	0	0	0	0	0	0.938	0.500	0.538	0.984
FOXO1	PRKN	9606.ENSP00000368880	9606.ENSP00000355865	0	0	0	0	0	0.071	0	0.382	0.401
FOXO1	PAX7	9606.ENSP00000368880	9606.ENSP00000364524	0	0	0	0	0	0.071	0	0.922	0.925
FOXO1	BMP2	9606.ENSP00000368880	9606.ENSP00000368104	0	0	0	0	0.074	0	0	0.401	0.422
FOXO1	SQSTM1	9606.ENSP00000368880	9606.ENSP00000374455	0	0	0	0	0	0.046	0	0.407	0.410
FOXO1	FOXP1-2	9606.ENSP00000368880	9606.ENSP00000497585	0	0	0	0.562	0.102	0.064	0	0.445	0.493
FOXO1	TNF	9606.ENSP00000368880	9606.ENSP00000398698	0	0	0	0	0.051	0	0	0.718	0.721
FOXO1	MAPKAPK5	9606.ENSP00000368880	9606.ENSP00000449381	0	0	0	0	0	0	0.750	0.155	0.779
FOXO1	NLK	9606.ENSP00000368880	9606.ENSP00000384625	0	0	0	0	0	0.292	0.900	0.534	0.964
FOXP1-2	HDAC7	9606.ENSP00000497585	9606.ENSP00000080059	0	0	0	0	0	0.050	0	0.466	0.471
FOXP1-2	SHH	9606.ENSP00000497585	9606.ENSP00000297261	0	0	0	0	0	0	0	0.442	0.442
FOXP1-2	RAG1	9606.ENSP00000497585	9606.ENSP00000299440	0	0	0	0	0	0	0	0.482	0.482
FOXP1-2	FOXO1	9606.ENSP00000497585	9606.ENSP00000368880	0	0	0	0.562	0.102	0.064	0	0.445	0.493
FOXP1-2	MALT1	9606.ENSP00000497585	9606.ENSP00000497997	0	0	0	0	0	0.056	0	0.447	0.456
FRRS1L	SIX5	9606.ENSP00000477141	9606.ENSP00000316842	0	0	0	0	0	0	0	0.400	0.400
FRRS1L	IFI44L	9606.ENSP00000477141	9606.ENSP00000359787	0	0	0	0	0.063	0.388	0	0.143	0.466
FRRS1L	GSG1L	9606.ENSP00000477141	9606.ENSP00000394954	0	0	0	0	0.062	0	0	0.489	0.500
FRRS1L	RPL17-C18orf32	9606.ENSP00000477141	9606.ENSP00000463379	0	0	0	0	0.108	0.522	0	0.092	0.579
FSTL3	BMP2	9606.ENSP00000166139	9606.ENSP00000368104	0	0	0	0	0.067	0.113	0	0.687	0.719
GCK	DPP4	9606.ENSP00000223366	9606.ENSP00000353731	0	0	0	0	0	0	0	0.431	0.431
GCK	GK2	9606.ENSP00000223366	9606.ENSP00000351706	0	0	0	0	0.067	0	0	0.433	0.448
GCK	IDNK	9606.ENSP00000223366	9606.ENSP00000365601	0	0	0	0	0	0	0	0.760	0.760
GCK	FOXO1	9606.ENSP00000223366	9606.ENSP00000368880	0	0	0	0	0	0	0.500	0.550	0.765
GCK	H6PD	9606.ENSP00000223366	9606.ENSP00000473348	0	0	0	0	0.121	0	0.830	0.845	0.974
GH1	EPOR	9606.ENSP00000312673	9606.ENSP00000222139	0	0	0	0	0	0	0.650	0.085	0.666
GH1	IL22RA1	9606.ENSP00000312673	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0	0.650
GH1	OSMR	9606.ENSP00000312673	9606.ENSP00000274276	0	0	0	0	0	0	0.650	0.049	0.652
GH1	JAK3	9606.ENSP00000312673	9606.ENSP00000432511	0	0	0	0	0	0	0.650	0.072	0.661
GH1	POU1F1	9606.ENSP00000312673	9606.ENSP00000342931	0	0	0	0	0.201	0	0	0.671	0.726
GK2	GCK	9606.ENSP00000351706	9606.ENSP00000223366	0	0	0	0	0.067	0	0	0.433	0.448
GK2	GPD1L	9606.ENSP00000351706	9606.ENSP00000282541	0.053	0	0	0	0	0.071	0.274	0.176	0.403
GK2	H6PD	9606.ENSP00000351706	9606.ENSP00000473348	0.093	0	0	0	0	0	0	0.541	0.566
GK2	GK3P	9606.ENSP00000351706	9606.ENSP00000489687	0	0	0.048	0.984	0.130	0.610	0	0.043	0.649
GK3P	GPD1L	9606.ENSP00000489687	9606.ENSP00000282541	0.053	0	0	0	0	0.065	0.274	0.220	0.431
GK3P	GK2	9606.ENSP00000489687	9606.ENSP00000351706	0	0	0.048	0.984	0.130	0.610	0	0.043	0.649
GLYATL1B	CCNI2	9606.ENSP00000488958	9606.ENSP00000478257	0	0	0	0	0.140	0.279	0	0.116	0.403
GP9	F2R	9606.ENSP00000303942	9606.ENSP00000321326	0	0	0	0	0.045	0.091	0	0.480	0.509
GP9	SGCD	9606.ENSP00000303942	9606.ENSP00000338343	0	0	0	0	0	0	0.540	0	0.540
GPD1L	ACOT13	9606.ENSP00000282541	9606.ENSP00000230048	0.119	0	0	0	0.047	0	0	0.347	0.403
GPD1L	GK2	9606.ENSP00000282541	9606.ENSP00000351706	0.053	0	0	0	0	0.071	0.274	0.176	0.403
GPD1L	TRDN	9606.ENSP00000282541	9606.ENSP00000333984	0	0	0	0	0	0	0	0.410	0.410
GPD1L	H6PD	9606.ENSP00000282541	9606.ENSP00000473348	0.042	0	0	0	0.145	0	0	0.342	0.415
GPD1L	GK3P	9606.ENSP00000282541	9606.ENSP00000489687	0.053	0	0	0	0	0.065	0.274	0.220	0.431
GPD1L	ASB9	9606.ENSP00000282541	9606.ENSP00000369855	0	0	0	0	0	0.050	0	0.435	0.440
GPD1L	FGF12	9606.ENSP00000282541	9606.ENSP00000413496	0	0	0	0	0.042	0	0	0.507	0.507
GPD1L	KCND3	9606.ENSP00000282541	9606.ENSP00000319591	0	0	0	0	0	0	0	0.664	0.664
GPD1L	IRX5	9606.ENSP00000282541	9606.ENSP00000378132	0	0	0	0	0	0	0	0.668	0.668
GPD1L	SLMAP	9606.ENSP00000282541	9606.ENSP00000499241	0	0	0	0	0.074	0	0	0.673	0.684
GPD1L	KCNE2	9606.ENSP00000282541	9606.ENSP00000290310	0	0	0	0	0	0	0	0.779	0.779
GPD1L	SCN1B	9606.ENSP00000282541	9606.ENSP00000396915	0	0	0	0	0.063	0	0	0.894	0.896
GRID2	OLFM2	9606.ENSP00000282020	9606.ENSP00000264833	0	0	0	0	0.104	0	0.540	0	0.570
GRID2	NLGN2	9606.ENSP00000282020	9606.ENSP00000305288	0	0	0	0	0.072	0	0	0.410	0.429
GRID2	SHISA9	9606.ENSP00000282020	9606.ENSP00000454014	0	0	0	0	0.067	0	0.540	0.189	0.621
GSG1L	FRRS1L	9606.ENSP00000394954	9606.ENSP00000477141	0	0	0	0	0.062	0	0	0.489	0.500
GSG1L	SHISA9	9606.ENSP00000394954	9606.ENSP00000454014	0	0	0	0	0	0	0	0.859	0.859
GTF2IRD2B	FAM72B	9606.ENSP00000480524	9606.ENSP00000358397	0	0	0	0	0	0	0	0.408	0.408
GTPBP3	MTO1	9606.ENSP00000351644	9606.ENSP00000402038	0.111	0.015	0.509	0	0.693	0.291	0.585	0.931	0.996
GUCA1A	NPR3	9606.ENSP00000053469	9606.ENSP00000265074	0	0	0	0	0.057	0.091	0	0.382	0.424
GUCA1A	CNGA3	9606.ENSP00000053469	9606.ENSP00000272602	0	0	0	0	0.079	0	0	0.544	0.563
H0YIS7_HUMAN	CECR2	9606.ENSP00000450085	9606.ENSP00000383428	0	0	0	0	0	0	0.540	0	0.540
H6PD	GCK	9606.ENSP00000473348	9606.ENSP00000223366	0	0	0	0	0.121	0	0.830	0.845	0.974
H6PD	UMPS	9606.ENSP00000473348	9606.ENSP00000232607	0.058	0	0	0	0.047	0	0	0.459	0.472
H6PD	GPD1L	9606.ENSP00000473348	9606.ENSP00000282541	0.042	0	0	0	0.145	0	0	0.342	0.415
H6PD	LRTOMT	9606.ENSP00000473348	9606.ENSP00000305742	0.115	0	0	0	0.050	0	0.408	0.137	0.512
H6PD	GK2	9606.ENSP00000473348	9606.ENSP00000351706	0.093	0	0	0	0	0	0	0.541	0.566
H6PD	HSD17B8	9606.ENSP00000473348	9606.ENSP00000363794	0.042	0	0	0	0.179	0.053	0.187	0.186	0.417
H6PD	IDNK	9606.ENSP00000473348	9606.ENSP00000365601	0.285	0	0	0	0.047	0.092	0.942	0.589	0.982
H6PD	TNF	9606.ENSP00000473348	9606.ENSP00000398698	0	0	0	0	0.099	0	0	0.393	0.430
HBB	CD74	9606.ENSP00000494175	9606.ENSP00000009530	0	0	0	0	0.108	0.095	0	0.415	0.487
HBB	EPOR	9606.ENSP00000494175	9606.ENSP00000222139	0	0	0	0	0.063	0	0	0.463	0.476
HBB	KLF1	9606.ENSP00000494175	9606.ENSP00000264834	0	0	0	0	0.075	0	0	0.885	0.889
HBB	TNF	9606.ENSP00000494175	9606.ENSP00000398698	0	0	0	0	0.049	0	0	0.524	0.527
HCST	TNF	9606.ENSP00000246551	9606.ENSP00000398698	0	0	0	0	0.156	0	0	0.321	0.402
HCST	JAML	9606.ENSP00000246551	9606.ENSP00000348635	0	0	0	0	0.288	0	0	0.226	0.425
HCST	PDCD1	9606.ENSP00000246551	9606.ENSP00000335062	0	0	0	0	0.117	0	0	0.383	0.431
HCST	CD3D	9606.ENSP00000246551	9606.ENSP00000300692	0	0	0	0	0.330	0	0	0.372	0.561
HDAC7	SFN	9606.ENSP00000080059	9606.ENSP00000340989	0	0	0	0	0.046	0.402	0	0.075	0.427
HDAC7	DNMT3A	9606.ENSP00000080059	9606.ENSP00000264709	0	0	0	0	0.088	0.052	0	0.395	0.431
HDAC7	FOXP1-2	9606.ENSP00000080059	9606.ENSP00000497585	0	0	0	0	0	0.050	0	0.466	0.471
HDAC7	TIMP1	9606.ENSP00000080059	9606.ENSP00000218388	0	0	0	0	0.067	0	0	0.478	0.492
HDAC7	EGR1	9606.ENSP00000080059	9606.ENSP00000239938	0	0	0	0	0	0.091	0.500	0.145	0.577
HHLA2	TNFSF4	9606.ENSP00000350402	9606.ENSP00000281834	0	0	0	0	0	0	0	0.495	0.495
HHLA2	PDCD1	9606.ENSP00000350402	9606.ENSP00000335062	0	0	0	0	0	0	0	0.479	0.479
HHLA2	CD160	9606.ENSP00000350402	9606.ENSP00000358294	0	0	0	0	0.042	0	0	0.447	0.447
HLA-G	CD74	9606.ENSP00000366024	9606.ENSP00000009530	0	0	0	0	0.114	0	0.540	0.220	0.654
HLA-G	LILRB3	9606.ENSP00000366024	9606.ENSP00000245620	0	0	0	0	0.121	0	0.500	0.358	0.693
HLA-G	CD81	9606.ENSP00000366024	9606.ENSP00000263645	0	0	0	0	0.049	0	0	0.406	0.410
HLA-G	CD3D	9606.ENSP00000366024	9606.ENSP00000300692	0	0	0	0	0.085	0	0.500	0.196	0.600
HLA-G	CD276	9606.ENSP00000366024	9606.ENSP00000320084	0	0	0	0	0	0	0	0.418	0.418
HLA-G	PDCD1	9606.ENSP00000366024	9606.ENSP00000335062	0	0	0	0	0.083	0	0	0.379	0.406
HLA-G	CD160	9606.ENSP00000366024	9606.ENSP00000358294	0	0	0	0	0.070	0	0.500	0.985	0.992
HLA-G	TNF	9606.ENSP00000366024	9606.ENSP00000398698	0	0	0	0	0.072	0	0	0.512	0.528
HLTF	RPA3	9606.ENSP00000308944	9606.ENSP00000223129	0	0	0	0	0.081	0.224	0	0.328	0.479
HLTF	EGR1	9606.ENSP00000308944	9606.ENSP00000239938	0	0	0	0	0.055	0.102	0	0.438	0.481
HLTF	REV1	9606.ENSP00000308944	9606.ENSP00000258428	0.043	0	0	0	0.049	0.450	0	0.600	0.773
HLTF	SHPRH	9606.ENSP00000308944	9606.ENSP00000275233	0	0	0	0.563	0.138	0.512	0	0.394	0.723
HLTF	SPRTN	9606.ENSP00000308944	9606.ENSP00000295050	0	0	0	0	0.056	0.292	0	0.363	0.537
HLTF	APLF	9606.ENSP00000308944	9606.ENSP00000307004	0	0	0	0	0	0.737	0	0.093	0.751
HLTF	MUS81	9606.ENSP00000308944	9606.ENSP00000307853	0	0	0	0	0	0.295	0	0.725	0.798
HLTF	NDRG4	9606.ENSP00000308944	9606.ENSP00000377823	0	0	0	0	0.042	0	0	0.422	0.422
HLTF	ZNF512B	9606.ENSP00000308944	9606.ENSP00000358904	0	0	0	0	0.055	0.102	0	0.411	0.457
HLTF	RAD23B	9606.ENSP00000308944	9606.ENSP00000350708	0	0	0	0	0.055	0.273	0	0.299	0.476
HLTF	RECQL5	9606.ENSP00000308944	9606.ENSP00000317636	0.048	0	0	0	0.049	0.139	0	0.454	0.517
HLTF	PAX7	9606.ENSP00000308944	9606.ENSP00000364524	0	0	0	0	0.059	0.045	0	0.584	0.593
HLTF	RAD54B	9606.ENSP00000308944	9606.ENSP00000336606	0	0	0.244	0.572	0.162	0.295	0	0.200	0.595
HOXD10	VSX2	9606.ENSP00000249501	9606.ENSP00000261980	0	0	0	0	0.057	0	0	0.411	0.420
HOXD10	SHH	9606.ENSP00000249501	9606.ENSP00000297261	0	0	0	0	0.074	0	0	0.682	0.693
HPN	LMTK2	9606.ENSP00000262626	9606.ENSP00000297293	0	0	0	0	0	0	0	0.451	0.451
HPN	SPINT1	9606.ENSP00000262626	9606.ENSP00000342098	0	0	0	0	0.061	0.121	0	0.814	0.833
HSD17B8	MOCOS	9606.ENSP00000363794	9606.ENSP00000261326	0	0	0	0	0.064	0.384	0	0.112	0.444
HSD17B8	UGT1A6	9606.ENSP00000363794	9606.ENSP00000303174	0	0	0	0	0.054	0.052	0.650	0.079	0.672
HSD17B8	H6PD	9606.ENSP00000363794	9606.ENSP00000473348	0.042	0	0	0	0.179	0.053	0.187	0.186	0.417
HSD17B8	HTD2	9606.ENSP00000363794	9606.ENSP00000481593	0.044	0	0	0	0.109	0	0.914	0.253	0.938
HTD2	HSD17B8	9606.ENSP00000481593	9606.ENSP00000363794	0.044	0	0	0	0.109	0	0.914	0.253	0.938
HYDIN	CFAP298	9606.ENSP00000377197	9606.ENSP00000290155	0	0	0	0	0.044	0	0	0.605	0.607
HYDIN	OFD1	9606.ENSP00000377197	9606.ENSP00000344314	0	0	0	0	0	0.098	0	0.402	0.438
IDNK	GCK	9606.ENSP00000365601	9606.ENSP00000223366	0	0	0	0	0	0	0	0.760	0.760
IDNK	H6PD	9606.ENSP00000365601	9606.ENSP00000473348	0.285	0	0	0	0.047	0.092	0.942	0.589	0.982
IFI44L	CD74	9606.ENSP00000359787	9606.ENSP00000009530	0	0	0	0	0.109	0.383	0	0.188	0.515
IFI44L	LAP3	9606.ENSP00000359787	9606.ENSP00000226299	0	0	0	0	0.629	0	0	0	0.629
IFI44L	SHFL	9606.ENSP00000359787	9606.ENSP00000253110	0	0	0	0	0.418	0	0	0.131	0.472
IFI44L	PARP12	9606.ENSP00000359787	9606.ENSP00000263549	0	0	0	0	0.535	0	0	0.268	0.645
IFI44L	FRRS1L	9606.ENSP00000359787	9606.ENSP00000477141	0	0	0	0	0.063	0.388	0	0.143	0.466
IFI44L	RPL17-C18orf32	9606.ENSP00000359787	9606.ENSP00000463379	0	0	0	0	0.104	0.402	0	0.091	0.470
IFI44L	IFIT3	9606.ENSP00000359787	9606.ENSP00000360876	0	0	0	0	0.846	0	0	0.888	0.982
IFIT3	CD74	9606.ENSP00000360876	9606.ENSP00000009530	0	0	0	0	0.103	0	0	0.407	0.445
IFIT3	LAP3	9606.ENSP00000360876	9606.ENSP00000226299	0.042	0	0	0	0.635	0	0	0	0.635
IFIT3	NMI	9606.ENSP00000360876	9606.ENSP00000243346	0	0	0	0	0.345	0	0	0.155	0.423
IFIT3	SHFL	9606.ENSP00000360876	9606.ENSP00000253110	0	0	0	0	0.259	0	0	0.299	0.458
IFIT3	PARP12	9606.ENSP00000360876	9606.ENSP00000263549	0	0	0	0	0.499	0.049	0	0.278	0.626
IFIT3	IFI44L	9606.ENSP00000360876	9606.ENSP00000359787	0	0	0	0	0.846	0	0	0.888	0.982
IFIT3	SQSTM1	9606.ENSP00000360876	9606.ENSP00000374455	0	0	0	0	0.044	0	0	0.437	0.438
IFIT3	TNF	9606.ENSP00000360876	9606.ENSP00000398698	0	0	0	0	0.138	0	0	0.433	0.491
IL16	FGF23	9606.ENSP00000302935	9606.ENSP00000237837	0	0	0	0	0	0	0	0.417	0.416
IL16	IL17C	9606.ENSP00000302935	9606.ENSP00000244241	0	0	0	0	0	0	0	0.429	0.429
IL16	CCR2	9606.ENSP00000302935	9606.ENSP00000292301	0	0	0	0	0.197	0.071	0	0.290	0.424
IL16	LMTK2	9606.ENSP00000302935	9606.ENSP00000297293	0	0	0	0	0	0	0	0.491	0.491
IL16	NGF	9606.ENSP00000302935	9606.ENSP00000358525	0	0	0	0	0	0	0	0.400	0.400
IL16	ACKR2	9606.ENSP00000302935	9606.ENSP00000416996	0	0	0	0	0	0.071	0	0.416	0.434
IL16	CD40LG	9606.ENSP00000302935	9606.ENSP00000359663	0	0	0	0	0.144	0.071	0	0.419	0.497
IL16	CCR3	9606.ENSP00000302935	9606.ENSP00000441600	0	0	0	0	0.067	0.071	0	0.579	0.603
IL16	TNF	9606.ENSP00000302935	9606.ENSP00000398698	0	0	0	0	0.080	0	0	0.782	0.790
IL17C	IL16	9606.ENSP00000244241	9606.ENSP00000302935	0	0	0	0	0	0	0	0.429	0.429
IL17C	IL22RA1	9606.ENSP00000244241	9606.ENSP00000270800	0	0	0	0	0	0	0	0.587	0.587
IL17C	TNF	9606.ENSP00000244241	9606.ENSP00000398698	0	0	0	0	0.060	0	0	0.677	0.683
IL17C	IL17RC	9606.ENSP00000244241	9606.ENSP00000295981	0	0	0	0	0	0	0	0.951	0.951
IL17RC	IL17C	9606.ENSP00000295981	9606.ENSP00000244241	0	0	0	0	0	0	0	0.951	0.951
IL17RC	IL22RA1	9606.ENSP00000295981	9606.ENSP00000270800	0	0	0	0	0.042	0	0	0.766	0.766
IL17RC	TNF	9606.ENSP00000295981	9606.ENSP00000398698	0	0	0	0	0	0	0	0.447	0.447
IL1R2	TIMP1	9606.ENSP00000330959	9606.ENSP00000218388	0	0	0	0	0.069	0.045	0	0.447	0.465
IL1R2	IL36RN	9606.ENSP00000330959	9606.ENSP00000259212	0	0	0	0	0.062	0	0	0.477	0.488
IL1R2	IL37	9606.ENSP00000330959	9606.ENSP00000263326	0	0	0	0	0.044	0	0	0.428	0.430
IL1R2	CCR2	9606.ENSP00000330959	9606.ENSP00000292301	0	0	0	0	0.119	0.091	0	0.367	0.450
IL1R2	CD3D	9606.ENSP00000330959	9606.ENSP00000300692	0	0	0	0	0.070	0.066	0	0.387	0.421
IL1R2	IRAK1BP1	9606.ENSP00000330959	9606.ENSP00000358956	0	0	0	0	0	0	0	0.415	0.415
IL1R2	TNF	9606.ENSP00000330959	9606.ENSP00000398698	0	0	0	0	0.112	0	0	0.783	0.799
IL22RA1	IL17C	9606.ENSP00000270800	9606.ENSP00000244241	0	0	0	0	0	0	0	0.587	0.587
IL22RA1	CRHR2	9606.ENSP00000270800	9606.ENSP00000340943	0	0	0	0	0.044	0	0	0.470	0.471
IL22RA1	TNF	9606.ENSP00000270800	9606.ENSP00000398698	0	0	0.305	0	0	0	0	0.433	0.589
IL22RA1	GH1	9606.ENSP00000270800	9606.ENSP00000312673	0	0	0	0	0	0	0.650	0	0.650
IL22RA1	JAK3	9606.ENSP00000270800	9606.ENSP00000432511	0	0	0	0	0	0	0.650	0.215	0.713
IL22RA1	IL17RC	9606.ENSP00000270800	9606.ENSP00000295981	0	0	0	0	0.042	0	0	0.766	0.766
IL36RN	IL1R2	9606.ENSP00000259212	9606.ENSP00000330959	0	0	0	0	0.062	0	0	0.477	0.488
IL36RN	TNF	9606.ENSP00000259212	9606.ENSP00000398698	0	0	0	0	0.091	0	0	0.539	0.563
IL37	IL1R2	9606.ENSP00000263326	9606.ENSP00000330959	0	0	0	0	0.044	0	0	0.428	0.430
IL37	TNF	9606.ENSP00000263326	9606.ENSP00000398698	0	0	0	0	0.074	0	0	0.582	0.596
ILF3	DGCR8	9606.ENSP00000404121	9606.ENSP00000263209	0	0	0	0	0.067	0.422	0	0.367	0.628
ILF3	CPSF6	9606.ENSP00000404121	9606.ENSP00000266679	0	0	0	0	0.641	0.099	0	0.129	0.694
ILF3	STRBP	9606.ENSP00000404121	9606.ENSP00000321347	0	0	0	0.952	0.083	0.599	0	0.060	0.624
ILF3	EEF1A1	9606.ENSP00000404121	9606.ENSP00000339063	0	0	0	0	0.153	0.292	0	0.266	0.521
ILF3	RNF113A	9606.ENSP00000404121	9606.ENSP00000360497	0	0	0	0	0.056	0.605	0	0	0.611
IRAK1BP1	IL1R2	9606.ENSP00000358956	9606.ENSP00000330959	0	0	0	0	0	0	0	0.415	0.415
IRX5	GPD1L	9606.ENSP00000378132	9606.ENSP00000282541	0	0	0	0	0	0	0	0.668	0.668
IRX5	KCNE2	9606.ENSP00000378132	9606.ENSP00000290310	0	0	0	0	0	0	0	0.540	0.540
IRX5	SHOX2	9606.ENSP00000378132	9606.ENSP00000374240	0	0	0	0	0.094	0.071	0	0.365	0.420
